"team_name","total_team_value","weighted_team_value","team_season_id","total_value_rank","weighted_value_rank","total_points","points_rank"
"AFC Bournemouth",99900000,2660014.35668383,"https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2015",20,20,42,15
"Arsenal FC",457850000,21075000.9388966,"https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2015",3,3,71,2
"Aston Villa",117950000,4498972.6496507,"https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2015",16,17,17,20
"Chelsea FC",553500000,25834526.0919911,"https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2015",1,1,50,10
"Crystal Palace",135700000,6014788.19488615,"https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2015",15,14,42,15
"Everton FC",249850000,12847718.8404615,"https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2015",7,7,47,11
"Leicester City",161100000,8105923.36916234,"https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2015",11,10,81,1
"Liverpool FC",375250000,15971245.8155872,"https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2015",5,6,60,8
"Manchester City",499350000,24459045.559793,"https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2015",2,2,66,4
"Manchester United",439850000,20548719.5132286,"https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2015",4,4,66,4
"Newcastle United",1.98e+08,7980400.03958338,"https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2015",10,11,37,18
"Norwich City",116900000,3720746.7788588,"https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2015",17,19,34,19
"Southampton FC",225500000,9965690.15571391,"https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2015",8,8,63,6
"Stoke City",1.47e+08,6574299.24691971,"https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2015",12,13,51,9
"Sunderland AFC",111250000,3995870.21376267,"https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2015",19,18,39,17
"Swansea City",145800000,6787219.88018638,"https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2015",13,12,47,11
"Tottenham Hotspur",371850000,19957327.6436858,"https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2015",6,5,70,3
"Watford FC",1.37e+08,4953796.04310761,"https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2015",14,15,45,13
"West Bromwich Albion",113100000,4624712.21110422,"https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2015",18,16,43,14
"West Ham United",201325000,8333678.08914214,"https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2015",9,9,62,7
